Cargo,Nome da Empresa,Local,Link para a Vaga
Analista de Sistemas Pleno,STRATI SOLUCOES E SERVICOS EM TI LTDA,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=aece669ff85cf8b1&bb=eMkMzrN8GIhYXd4W8QTx6lP5uJvpbUJ4avEFjb-csUSmMBeU_ZZw4xmAiQwdF88_mwFTY53OQuGrMBN0EvN19QQFF7LbjfEfpfBSXTYEJspEYAA1FoghvQ%3D%3D&xkcb=SoCm67M3CTYzcRQ4gJ0KbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
ANALISTA DE INDICADORES,MCA AUDITORIA E GERENCIAMENTO LTDA,"Nova Lima, MG",https://br.indeed.com/rc/clk?jk=49790c7346ab9b19&bb=eMkMzrN8GIhYXd4W8QTx6t4Oa5ws7Pto2nDDUmqzStqn6ABXlqdZnAfhRkpqf3kKbm6cMXlEqZdY0kga3j96n-JG2qgOoNLXHGdXAgEZIjEdIGHfDhFabQ%3D%3D&xkcb=SoA767M3CTYzcRQ4gJ0JbzkdCdPP&fccid=66373176023f380f&vjs=3
Estagiário de ETL,Nexo CS,"Remoto híbrido in São Paulo, SP",https://br.indeed.com/rc/clk?jk=b1bd41a101db7a75&bb=eMkMzrN8GIhYXd4W8QTx6s8IMqsGgPvxVXWULh9ATgY6jIDjXc_G0SD9CimQS6dMkoxw4pet4i8IP1I8x-LevJIUYYK-Ay6jZp6l-eWKxsZKjYH4feIG6Q%3D%3D&xkcb=SoCP67M3CTYzcRQ4gJ0IbzkdCdPP&fccid=48fd2a221e64ea3a&vjs=3
ANALISTA DE SISTEMAS DA INFORMAÇÃO III - SAO PAULO,OEmprego,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=3b4031365fb12db3&bb=eMkMzrN8GIhYXd4W8QTx6sXF7lpZA4p9V-zvAbtYSCf0TjG9vAqdnEdaLUeTerCeKARszh1_KmAqwPOZ8p4UdW8OHa41ZXb_SVETt6GUnj3bH2MHZ8iYZw%3D%3D&xkcb=SoAB67M3CTYzcRQ4gJ0PbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Pessoa desenvolvedora backend python sênior (1),Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=da494e0e565195d4&bb=eMkMzrN8GIhYXd4W8QTx6tDOmtVsBsZILa73WkaTa-f3Dr6gEFsB3wdvW4JACvENqjqyQM46K8B-xvhVIXEBOD1KnyTT7kvS8E_advo4fCOjj3qaLeknXQ%3D%3D&xkcb=SoC167M3CTYzcRQ4gJ0ObzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de Política de Fraude (Cientista de Dados),Ser CAIXA Consórcio,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=14c4a534f46a381b&bb=eMkMzrN8GIhYXd4W8QTx6n7SxXVAcCSFdrhTgFj6UCFq5aBt8BsgBqTt6xSeMaamXcjwLcr0xqfsQXPBveDl67osEaPjTK0noGi4abAsOLiaLHPUtW6wjQ%3D%3D&xkcb=SoAo67M3CTYzcRQ4gJ0NbzkdCdPP&fccid=0b75825d35b85d24&vjs=3
Assistente de Controladoria,Lojas Bemol,"Manaus, AM",https://br.indeed.com/rc/clk?jk=544d43fa1b21602a&bb=eMkMzrN8GIhYXd4W8QTx6p3GCdTdAFVX42Fo8jkrSi5r-vwvTMP8L-AFqqqjrF7v4ptAoT_fw_DTi2dJMZYe_DlthT-hzsPjQRfxSRLltX1kTURiOolKlQ%3D%3D&xkcb=SoCc67M3CTYzcRQ4gJ0MbzkdCdPP&fccid=38c77f6e1bc710bb&vjs=3
Midlevel Data Develo,Ci&T,"Campinas, SP",https://br.indeed.com/rc/clk?jk=6fc98a7d233ea038&bb=eMkMzrN8GIhYXd4W8QTx6lfNkr9zv7kY6G5xcn9z6t1CevuFhYknFmr_Bwg_XfKpRhMfVmMJdJHOMz6TgbjDW8sFgFIfmbfAM80LhYPU9ID5Xv9qmD2oAQ%3D%3D&xkcb=SoB167M3CTYzcRQ4gJ0DbzkdCdPP&fccid=289d7ce11c250f70&vjs=3
Pessoa Analista de Infraestrutura,1Doc,,https://br.indeed.com/rc/clk?jk=f187e559d58319ea&bb=eMkMzrN8GIhYXd4W8QTx6t4Oa5ws7PtoKvG9Ll998N5jTehijLLeWtPctxvgu5jB4ykD1I6E5r83q5dpx3obXNzm6fzp_0GV0kuZwRpRdfDrt3brLeNZeA%3D%3D&xkcb=SoDB67M3CTYzcRQ4gJ0CbzkdCdPP&fccid=f1e7c482cd0058f9&vjs=3
Pessoa Desenvolvedora Back-end Python Pleno a Sênior,GeekHunter,"Remoto híbrido in São José, SC",https://br.indeed.com/rc/clk?jk=00e479b027f12134&bb=eMkMzrN8GIhYXd4W8QTx6rqXqMFchfdeyhrebTlvyIJNwyyoGAZl7VHv4l8xONK9wv32HP808yvgrTGyXRIkvC3PV0548GuJactJGJjap1npPTkDeUZ3vA%3D%3D&xkcb=SoBc67M3CTYzcRQ4gJ0BbzkdCdPP&fccid=9ba8dec3013c0c90&vjs=3
Pessoa arquiteta de Soluções,VENHA SER #SANGUELARANJA,,https://br.indeed.com/rc/clk?jk=14f0f1b50bec6fa8&bb=eMkMzrN8GIhYXd4W8QTx6qWZNiI9B5jp4fJUJXknzpR8iRW4_PbrdXcy48mCRvMpe2eoeD55tdMaj4xB-0vmE7cTLVCJxxWEPS4J4m35f8p2kErs1bqrlXEG8Ys5mkLP&xkcb=SoDo67M3CTYzcRQ4gJ0AbzkdCdPP&fccid=6a5f5525abe44fdf&vjs=3
Analista de Dados - Fraude,Shopee,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=48e8f1d3ff451f75&bb=eMkMzrN8GIhYXd4W8QTx6vgk87o--pwIARKYCO_4Sgh6KcOgB4NLNUAd58IpO7mL34V-iJ1KKJx4IXHvWJK8FQloDcQWxGSKXOQPYlGbMaTUtbqshSsUJA%3D%3D&xkcb=SoBm67M3CTYzcRQ4gJ0HbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
ARQUITETO DADOS,Bernoulli Educação,,https://br.indeed.com/rc/clk?jk=b44fc0f031599b76&bb=eMkMzrN8GIhYXd4W8QTx6kK2dmqsSxH8KUjLA4QQc1q5O6ZN4vJyMZQmxG6ghDw6IftUiTMwo346Ju82Qb9DDXBxs1BbFIux9osqtfIEHaXI0OOwwLdxfg%3D%3D&xkcb=SoDS67M3CTYzcRQ4gJ0GbzkdCdPP&fccid=dd802d11d04aeeb7&vjs=3
"Staff Software Engineering Manager, Search",Google,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=94d27b2600754b27&bb=eMkMzrN8GIhYXd4W8QTx6s8IMqsGgPvxiMjxtzfkVdzQiCm3wyJchcZKQffSmmbwq_8h4jpG8sd9ticokb3RbQDoQItEwURGkCdfdEfP7ho%3D&xkcb=SoBP67M3CTYzcRQ4gJ0FbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
Estágio - Para estudantes de Marketing | Design | Comunicação,Safra,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=bdfc8fc21589d5eb&bb=9HHTs9gR6Zh00RAKhZPJjS_8O4Pcy00WBH42_c7mK9HU-cZnXb1bWltQMYIeN4v5l216p56PZ1yhQ1l_e4EnNDeTfgDKIEfENzQ5ZNNZiAxUudk_KXv8-w%3D%3D&xkcb=SoDA67M3CTYyw-Ac3j0LbzkdCdPP&fccid=5d74d5e4665467cf&vjs=3
Analista DataViz (TABLEAU),Scala,,https://br.indeed.com/rc/clk?jk=f16f5c9340e9d256&bb=9HHTs9gR6Zh00RAKhZPJjZS1cclHBImmQikqbKcrzvkT_ZAnvenAYtp9_yjyMt3YyfH_cTE5xlQU30k5dtlSBWHS04MI3qvoBlwoJ8yw5Gqb5QJ8Y73yHg%3D%3D&xkcb=SoB067M3CTYyw-Ac3j0KbzkdCdPP&fccid=d55c891c7d25b585&vjs=3
Engnheiro de Machine Lerning,Amaris Consulting,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=2cbc878ef348a900&bb=9HHTs9gR6Zh00RAKhZPJjdLq0XLSlDYN6HXWyqJclFRAj8ftdxMZWDslMV7nAR19q8TIyXEUyjz5GgtyoxMbyWhn9cjKqrpXFQg5OLIygIVSdEMelWv6Ug%3D%3D&xkcb=SoCF67M3CTYyw-gc3j0LbzkdCdPP&fccid=3e126e6958cff93e&vjs=3
Pessoa Analista de Banco de Dados (Juazeiro do Norte - CE),Grupo Brisanet,"Juazeiro do Norte, CE",https://br.indeed.com/rc/clk?jk=fdf457a4e11738c2&bb=9HHTs9gR6Zh00RAKhZPJjY0Lizc-9BWOspNGPdIE8Hf0R6smhWj6He9DMvZFauwbdeSBvbTdTo-80Hr6pLvpY8sd733e7LWPCxkSJCj-mE0vrYay-gtROg%3D%3D&xkcb=SoAx67M3CTYyw-gc3j0KbzkdCdPP&fccid=ca3130403e5c9c8a&vjs=3
Supply Chain & Operations Analyst,Lenovo,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=0e24dc1332194a36&bb=9HHTs9gR6Zh00RAKhZPJjTGirWg8fXcVAndzqEnQKbMPH4abegvCcUfBjruAJdckxGAiOHZWwGmSFVWqpoP1sNO8uAOfRph_efFBNO7roy4%3D&xkcb=SoCs67M3CTYyw-gc3j0JbzkdCdPP&fccid=af103eaff391cdf0&vjs=3
Estágio em Back Office (DTVM),Galapagos Capital,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=eb178c7c279033d8&bb=9HHTs9gR6Zh00RAKhZPJjd9J7vsG-XtyEJQcVvjk-wNpsxbDTyPtKft7SrJyIqUnktUaKM4KcVRP1tZrcirD01Bx0at2eDDDYAUQXMDQ1DWB2N-CY4L4tA%3D%3D&xkcb=SoAY67M3CTYyw-gc3j0IbzkdCdPP&fccid=3bd8c79a7f0d8d23&vjs=3
ENGENHEIRO PLANEJ MANUTENCAO MT BT PL,EDP BR,"Vitória, ES",https://br.indeed.com/rc/clk?jk=e022360029b3927c&bb=9HHTs9gR6Zh00RAKhZPJjb57Vwi90idy9R2dGhNIY7ap1I_BEXlPjpgYu_5jD0dABWVgbkH-4IQ17vzg5b0byuHIJmLXID3s8E9-6juIlkl1ZBYhx3jwhg%3D%3D&xkcb=SoCW67M3CTYyw-gc3j0PbzkdCdPP&fccid=32d48ba143d7ffa9&vjs=3
Analista de Business Intelligence,Shopee,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=225ab734437c68d1&bb=9HHTs9gR6Zh00RAKhZPJjf1vVahbaYv6ZhBSWHaBuzQLq_zsgBlHfE2BD1CIX3hDi-htziIafquYmj63_0goCNdHUt26YtK5c21jDr3vQAbTtej6EkavIg%3D%3D&xkcb=SoAi67M3CTYyw-gc3j0ObzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
Estágio em Gestão de Desempenho,CSN - Companhia Siderúrgica Nacional,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=6a52083e8df2a809&bb=9HHTs9gR6Zh00RAKhZPJjXPcGJeXKOCd30Xav47gQbW9Wxsp7zoWNsVzA2d_yy_g4IG1eTplyqhaneUfovnEQxgTe6W5_Jr3c-B-kW-oZWFn9UJe4kpQnQ%3D%3D&xkcb=SoC_67M3CTYyw-gc3j0NbzkdCdPP&fccid=aadcc77c838a1d87&vjs=3
"AI Consultant, Cloud Professional Services",Google,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=a5c6309daa3089b4&bb=9HHTs9gR6Zh00RAKhZPJjWJtQ_7lGJ83MwOn9Su-1OmPcyfiQVHHq3u_wBOU2fUGJg7v_abkbj11F6m5PXPfOyn8spJpeb7jkNCed1jkvB0%3D&xkcb=SoAL67M3CTYyw-gc3j0MbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
Analista de Testes de Software/QA,ANDRITZ AG,"Home office in Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=a77199eec447be8b&bb=9HHTs9gR6Zh00RAKhZPJjVctUQrp-YfgtkeJpVcG6ooUMOK4xHSJX8WyV7yfOqDByQ-3hEgSziNZah1snyX9Gr6-rV0ABoR1kzAnQgkKPlNlSwRjr3tsCw%3D%3D&xkcb=SoDi67M3CTYyw-gc3j0DbzkdCdPP&fccid=31dc3ff412a8dc30&vjs=3
Dojo Senior Developer,Dell Technologies,"Remoto híbrido in Eldorado do Sul, RS",https://br.indeed.com/rc/clk?jk=80b11ef7da25252b&bb=9HHTs9gR6Zh00RAKhZPJjXRjUxYIazT_6zmIJIZS9I0RliXAqYVlVnnsjhstX-3BXn-C0EV5OAssPrx2c1kwWjnb6sEqrObu4s2A5aLL2Pg%3D&xkcb=SoBW67M3CTYyw-gc3j0CbzkdCdPP&fccid=dd09fe3b43125016&vjs=3
Pessoa Engenheira de Dados Sênior,Nuvem,,https://br.indeed.com/rc/clk?jk=4910f5892a508487&bb=9HHTs9gR6Zh00RAKhZPJjZS1cclHBImmkOpHhP8YNIA07tjXM6WRQPnvAFJ4jGYgxmj9a6JRrkQbVsGymOCrCI4a0a5Qr19WraQXgCEpF-43Ext-D1Vmhw%3D%3D&xkcb=SoDL67M3CTYyw-gc3j0BbzkdCdPP&fccid=95bb1618caa6b488&vjs=3
Desenvolvedor Web,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=229a9df5b355c2ad&bb=9HHTs9gR6Zh00RAKhZPJjctvtcjP1QSfsF-C2Qm_cKyk0oEQRgFQefZOJTFa3He6nFB9iMnpHzxOXHTOrfff-tC45EnNClWpjxPm_UbMrkJBWcXHe4q-TA%3D%3D&xkcb=SoB_67M3CTYyw-gc3j0AbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
ENGENHEIRO DE DADOS,Atma,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=79dd080314df4456&bb=9HHTs9gR6Zh00RAKhZPJjUJzWowYgtqoc0ZUVM6NTp4Fdp_uj2C9bJdmDOsHZACDhXLsomnPysFTzDyNo5Itmm1YPFH85a9brlQl5NqBQtGMGv37mA5mqg%3D%3D&xkcb=SoDx67M3CTYyw-gc3j0HbzkdCdPP&fccid=b5f52c277da68b67&vjs=3
Analista de BI,Ana Couto,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=be0b15992e3fb823&bb=2U-tsrDFPdqnTgZ77P30vgGrHiuJsnnhTM9hfT_7e_O3FAK5U7WblyunDFitvKuHP7J0-Rv4l6Knr9H4QQX48wRGoAf60x_vG0KSmGkEI_BMHTV47aJUgA%3D%3D&xkcb=SoDb67M3CTYyLxwjtB0LbzkdCdPP&fccid=f92e14fdae9c8a8f&vjs=3
[Estágio] Speed Lebre Talent Hub,Liber,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=392ca7dec2d63303&bb=2U-tsrDFPdqnTgZ77P30vlqeWfniouKPNWzVnj3rG3zQraunkZcZKGGpg5j3gIF-M3UWy-Pw4w9T2ElZCrY_frXJwlYVAL1jnGu8RAA4RMyFMohzw_U3hg%3D%3D&xkcb=SoBv67M3CTYyLxwjtB0KbzkdCdPP&fccid=6e3d3570c1657cb8&vjs=3
Associate Data Scientist,Bunge,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=3b6909bd2b22a2fb&bb=2U-tsrDFPdqnTgZ77P30vveqjbjk6M27cx6HxY70hp4xqjs2EFmzxe5I9XdJct2mHWcstQMZOZVM-xffCIh2CrKR-OQQLWgwO1PeCxOq2nLoE0JDxpQWew%3D%3D&xkcb=SoDy67M3CTYyLxwjtB0JbzkdCdPP&fccid=894ee0a88fc215e2&vjs=3
Customer Support Consultant,Cortex,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=6f44f7462cc24aca&bb=2U-tsrDFPdqnTgZ77P30vhps7aVadnOQvrqcr9Sr9eTCY78wE-rdipveopwYXSmxwdNvcYsMOr9so_5oAGGYG5GD9svBkZXpbgdVbKD407mf0KPwV3V60g%3D%3D&xkcb=SoBG67M3CTYyLxwjtB0IbzkdCdPP&fccid=5f99eb6ef35d2311&vjs=3
P&D | Desenvolvedor (a) P&D - Aeronáutica,XMobots,"São Carlos, SP",https://br.indeed.com/rc/clk?jk=75a7e3cd98bb4b26&bb=2U-tsrDFPdqnTgZ77P30vglr00YLLe1zGoMWbCo7EPJ_GdF74T5Yx3b6Dlepog9EYAOxefWdCxI3ak9vhzdfJ2SLJAnPa1W6FZYeRg6q-5ZToxVjpFyJUQ%3D%3D&xkcb=SoDI67M3CTYyLxwjtB0PbzkdCdPP&fccid=1782263f00f2e80a&vjs=3
ESPECIALISTA EM PERFORMANCE,Cielo,"Home office in Barueri, SP",https://br.indeed.com/rc/clk?jk=93ccb8c3683d0e0d&bb=2U-tsrDFPdqnTgZ77P30vm_bYOVP3iBRVSAIOFyA3c2SXk_9nEEQ2YIUnugmgti8BD8u9kGpcCgz9lcrq_CoqrsspBQ2C_SvPVtd4CiFQShWJ8t1Sqag6A%3D%3D&xkcb=SoB867M3CTYyLxwjtB0ObzkdCdPP&fccid=914d1e1f722393dc&vjs=3
ESTAGIÁRIO MACHINE LEARNING,@novarotadooeste,"Cuiabá, MT",https://br.indeed.com/rc/clk?jk=d31e086d99817366&bb=2U-tsrDFPdqnTgZ77P30vuu7O8ZAgyWlsGzax0GI500x6Sh7eBZK0T5tNPIZLKfOZ-mUR54eSrRpBSyRjgQ6jlGSiA89P9stFygTO_C1sQU8QGxNhvvcrg%3D%3D&xkcb=SoDh67M3CTYyLxwjtB0NbzkdCdPP&fccid=ee12310f57404856&vjs=3
Desenvolvedor de Software Embarcado,Accenture,"Nova Lima, MG",https://br.indeed.com/rc/clk?jk=f09e355c45cc0e63&bb=2U-tsrDFPdqnTgZ77P30vjhvitCLxNa7i1aO2YVUKLZakL67rBzcfshcRudm8lgaIAUnBQpvOFQLLILbH0Z6KCFnmFZkvEC6cpy4nibl9ck%3D&xkcb=SoBV67M3CTYyLxwjtB0MbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3
Pessoa Desenvolvedora III,ANDRITZ AG,"Home office in Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=4fa9adf92b3b7639&bb=2U-tsrDFPdqnTgZ77P30vjrqG-XiBlax0C_TLCz06PcwFwUkIf8cflW5AgAEyow5lz0591CKv2UY62hYQKLP1g7nOqbtwkQDp6rUf3O0oa3vgBMnpbIlAg%3D%3D&xkcb=SoC867M3CTYyLxwjtB0DbzkdCdPP&fccid=31dc3ff412a8dc30&vjs=3
WEG,IEL,"Blumenau, SC",https://br.indeed.com/rc/clk?jk=ffb26c8094f075c5&bb=2U-tsrDFPdqnTgZ77P30vgb4c2enZMO1OVWP76rB00UntbH9qPTWsd7S55oj8wh6Jz3VYiIGYuLDOic_sDFoncm7FnjNAe6wLf6bfKxvfK0VILVMejo6KQ%3D%3D&xkcb=SoAI67M3CTYyLxwjtB0CbzkdCdPP&fccid=1cbca0579d4bc836&vjs=3
ENGENHEIRO PREVISÃO E ACOMPANHAMENTO DE CARGA II,ONS - Operador Nacional do Sistema Elétrico,"Florianópolis, SC",https://br.indeed.com/rc/clk?jk=ed60f46d4b76a447&bb=2U-tsrDFPdqnTgZ77P30vvbFc8zfGAJ9iocfgqx-Dl4WDtkkTv3H4lMvsbmYLHBV2iIT4umlJfi2Xfk2PbSbt9AupWCy23NIbumKvT5-XTnQGgLKzhzMYQ%3D%3D&xkcb=SoCV67M3CTYyLxwjtB0BbzkdCdPP&fccid=ddd15e51882ea44b&vjs=3
Desenvolvedor de Software Júnior - Exclusivo para PCD,Icaro Tech,,https://br.indeed.com/rc/clk?jk=0eaa3422ba2fe400&bb=2U-tsrDFPdqnTgZ77P30vuyn35sNa2W97kqzHcy43dqNo7lXpwggf8RZH8aT7_7HMEgi3pXMW3R5NKYlYkp9mEL4BeJXSi_R1WUf8iP31V1fnRt6G0aW5Q%3D%3D&xkcb=SoAh67M3CTYyLxwjtB0AbzkdCdPP&fccid=bff4b84c722c1fe5&vjs=3
COORDENADOR(A) WORKPLACE - OPORTUNIDADE HÍBRIDA,Orizon,"Home office in Barueri, SP",https://br.indeed.com/rc/clk?jk=463e7005e9dbfc4b&bb=2U-tsrDFPdqnTgZ77P30vtWq2mY4LulN1WKcYAVOCiGqxwMQkgfbIrrahUytUYsYPa3Ytc5VQXtSl4BVuB2JJshgDzEOXS972BZfahT71kHHZJiCCSmO5A%3D%3D&xkcb=SoCv67M3CTYyLxwjtB0HbzkdCdPP&fccid=db00066997adfc20&vjs=3
Desenvolvedor Pleno,Solví - Soluções Para A Vida,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=9d662e51ee1307d6&bb=2U-tsrDFPdqnTgZ77P30vvsWu8QOMdpUoCG1jDabHza972HpdYb6Hcmhx59aMeA29HIuKby3vbTl6W-lIksEHjA89OCvG-iBEO6WHl-pQ9TKLW0Pg2nj9w%3D%3D&xkcb=SoAb67M3CTYyLxwjtB0GbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Estágio em cloud computing,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=2366442d3e753f22&bb=2U-tsrDFPdqnTgZ77P30vgQTT_pKFUOwUHEyq-XRYgmd6tRgsD9WDrYhtXeFqiZCkOcC7XfBzMvO4Bi7qKR0EomHvbYpZP3r8H0oT8Ox2rZSfvKUxdg89w%3D%3D&xkcb=SoCG67M3CTYyLxwjtB0FbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Work From Home Power BI,BairesDev,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=e534a32d5b3bbd29&bb=yEA54enRuObXNQaVMtVidVxC3tcIf7bVzcSbf4VuLp3JrtcYbu21YXV1KSjjiVSgU4CZ9Br30XkEHMYXcmvAnrevLIkk9CbvkkjV_jnIvUhnD1tE09LGQw%3D%3D&xkcb=SoCX67M3CTYxVB2bXh0LbzkdCdPP&fccid=29707109e86166e5&vjs=3
Financial Engineering Intern,Octaplus Financial Analytics,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=204764ef2e52fe44&bb=yEA54enRuObXNQaVMtVidXsY_DZaNKLCdtGCfESgF4ae5mAbHWI5bWkMHqMVGCOyTHEFgh9EESEG7TTjRt4iUHjJljFfndCeyTUj8xuCXI8Ao-sW53wM8g%3D%3D&xkcb=SoAj67M3CTYxVB2bXh0KbzkdCdPP&fccid=ebbf970eaedd1793&vjs=3
Analista de Planejamento,MOVIDA,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=7b34fcc642b7c044&bb=yEA54enRuObXNQaVMtVidUV6oRF1SNc3HCEyisM_xL1fyL392rJxWFsHdCMoLA6NazDyDI2ID4S0s3FEmz4TPkweoCYqE8-C_tb71bwT5n12WPPkX8LSwQ%3D%3D&xkcb=SoC-67M3CTYxVB2bXh0JbzkdCdPP&fccid=08c03bd13f0047ed&vjs=3
Senior Credit Analyst/ML,Moody's,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=0cd71fd170f76641&bb=yEA54enRuObXNQaVMtViddw9cZXNaLgYMC1I757WSVH8vV1EeUR_u6Fp46Ic6VS298UkmLdS5gVO5T2oUUULKEDoPvznIo0QpSN_6svArXKGjtWDZhiRtQ%3D%3D&xkcb=SoAK67M3CTYxVB2bXh0IbzkdCdPP&fccid=28eefc5b86560831&vjs=3
Machine Learning Engineer,4Solution Group,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=31ba573f7ba18183&bb=yEA54enRuObXNQaVMtVidZeu_9ndVgolaAjBTJ2WxnJwiPbMMZzKSWS3OlaSQT1a9HMGkhI0m8WrqWMCkDSZH2x9-_3Ls_aNi59vo20h_15JOb97kpFZyw%3D%3D&xkcb=SoCE67M3CTYxVB2bXh0PbzkdCdPP&fccid=a9480f0d3507dfc9&vjs=3
Cientista de Dados,Pessoa e Pessoa Advogados,"Salvador, BA",https://br.indeed.com/rc/clk?jk=7fbd76282ece5066&bb=yEA54enRuObXNQaVMtVidXQ5bohnlPYFRmwaY3eWVYPeVzOc5UxsefFsHIQsQGAQOJ5jdtpXOJYO7HfhS-STn1mwrGlbBotrEmo9izH-3ox06qcBHmJ-Ww%3D%3D&xkcb=SoAw67M3CTYxVB2bXh0ObzkdCdPP&fccid=98f78c843eb168e5&vjs=3
Analista de Dados,SEEL ENGENHARIA,"Duque de Caxias, RJ",https://br.indeed.com/rc/clk?jk=3e67dedd43711d96&bb=yEA54enRuObXNQaVMtVidQSJ6CyXTCVw3hgCXxgavluDsRFpvQtuprG2R22F56xYqmx6sBIhJHYgGxNmyQ4i_saRrabnr4aQFkz5Ga6uldjJqDvUileIRQ%3D%3D&xkcb=SoCt67M3CTYxVB2bXh0NbzkdCdPP&fccid=5c27b9092b8b51e9&vjs=3
Pessoa desenvolvedora python - sênior,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=979da2efc395fafd&bb=yEA54enRuObXNQaVMtVidQ-BU7c9fHHSHZ0BJiva9a4kuS-Qfu_kEN3ocri9Z3iE9wjKoUjMeiZYuDSah8awRQtTe_AiEWoktT-8vk9laDcbRxX3L8l-MQ%3D%3D&xkcb=SoAZ67M3CTYxVB2bXh0MbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
CTO (Remoto),GeekHunter,"Home office in Florianópolis, SC",https://br.indeed.com/rc/clk?jk=6f9d9d62f1dee982&bb=yEA54enRuObXNQaVMtVidXQ5bohnlPYF7EpRVMLiT1kbvB3yoj8pwkgWuTIX6-RXt4EJHuxGsg2NsnchiuaKG20lUWZFVL4FSMefTRah4ARTjNxROu-H9A%3D%3D&xkcb=SoDw67M3CTYxVB2bXh0DbzkdCdPP&fccid=9ba8dec3013c0c90&vjs=3
Cientista de Dados Junior [RJ],Open Co,"Remoto híbrido in Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=2c6fee051e9cd3bb&bb=yEA54enRuObXNQaVMtViddKTCeqV6dUTQR6HENcxEnmtkr_XwkYHsTqj7MQ1E8zknkab5jQd4vo9Wx90jyxhEM_XU2dcx-eySeEz-7uO8wCp2x8UCyifcg%3D%3D&xkcb=SoBE67M3CTYxVB2bXh0CbzkdCdPP&fccid=98d28f69e5b7c531&vjs=3
CIENTISTA DE DADOS PLENO- CRÉDITO (100% REMOTO),ClearSale,,https://br.indeed.com/rc/clk?jk=10e7e83f99576e5e&bb=yEA54enRuObXNQaVMtViddKTCeqV6dUTG_YFV83bt1zFmcy2qPsJjL8cQm5KMdcdK7ewQBbwYeDyVK8k2tj365un4kDaYEBED7oEiyWqk7VUrTf64iIBog%3D%3D&xkcb=SoDZ67M3CTYxVB2bXh0BbzkdCdPP&fccid=590dd23f44dbe686&vjs=3
Especialista em RPA (Automação de Processos),Aoop Cloud Solutions,,https://br.indeed.com/rc/clk?jk=731bee5c804e3767&bb=yEA54enRuObXNQaVMtVidTeZ4S5I9t9dozkqOKFwrWnYgx5TNx624nJv8cERYZ8eKnF3pOKD5BJbJAgftmuXY8hmbVz-cb8Hcr31Ez_rHM-cGQLEPRidiA%3D%3D&xkcb=SoBt67M3CTYxVB2bXh0AbzkdCdPP&fccid=2247967a281c1e0f&vjs=3
Desenvolvedor Back End,Account Manager Jr,,https://br.indeed.com/rc/clk?jk=0c101b79c64dc22f&bb=yEA54enRuObXNQaVMtVidZWHTdBSpe70YP682jjd-qtimXuGpHIUadG9iKrOwr54HrgYsFyMRPiL22azA9-K39cH9DpeJ_yMmgbDtCXzLwsvM8mohSe37g%3D%3D&xkcb=SoDj67M3CTYxVB2bXh0HbzkdCdPP&fccid=53d12ccf3f235f26&vjs=3
