Cargo,Nome da Empresa,Local,Link para a Vaga
Estagiário de ti (1),Netvagas,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=00c27188892a5d40&bb=et42soJqR9iG_odQI3CjGMVmfVTmgUYVqZ8SBF5DCV9Rh-WCHInyhgs7o3d1Q0B0VnuM1RoAN_E4JnpWrPCkO1JEphiZU_-ct5RftZTy70QPecAxTxZSxQ%3D%3D&xkcb=SoBw67M3CTY5BBAAor0IbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estágio em Desenvolvimento de SW para Desktop (C++/C#),SiDi,"Campinas, SP",https://br.indeed.com/rc/clk?jk=60fa234813607edc&bb=et42soJqR9iG_odQI3CjGGsBfwDuVCqAjkQnPgnDoOlEJMpcObOe4faZgJNmIxchipd8ShuwE_PRdcD3j1UYZtf7klzgNYcQ1kyjVgVYOusIy7tywm_8Xg%3D%3D&xkcb=SoD-67M3CTY5BBAAor0PbzkdCdPP&fccid=d944f1c7c41daa58&vjs=3
Analytics engineer (data analyst) - sênior,Netvagas,,https://br.indeed.com/rc/clk?jk=35e9409f2a1ccd6f&bb=et42soJqR9iG_odQI3CjGHD2t2YLix2X6TFTD4GguS6gWlpE4NZH4WlUtuOX18r3OSwKdv2wYwquw7pIF0G-873GpM4BZz62I3J49_xkNi7pFKdFRDiMxA%3D%3D&xkcb=SoBK67M3CTY5BBAAor0ObzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor Backend - Pleno (integrações) | Time de Tech,V4 Company,"São Leopoldo, RS",https://br.indeed.com/rc/clk?jk=7ddf90601c5f9375&bb=et42soJqR9iG_odQI3CjGExq2gZKKqG2HqiNJyl_10yud7_1ZFy6EDKuziA2APXqFTp9xR3QlQNT8xu9b6VcZqqTNS1kaK8Y8n8e7Qt6yAtSnghpKXmQwA%3D%3D&xkcb=SoDX67M3CTY5BBAAor0NbzkdCdPP&fccid=c5d461c86e78021b&vjs=3
"ENGENHEIRO DE SOFTWARE COM O SALÁRIO DE R$ 6.319,08",BuscarVagas - Empregos e Consultoria Brasil,"Brasília, DF",https://br.indeed.com/rc/clk?jk=a112226d9bce2016&bb=et42soJqR9iG_odQI3CjGJBOjAhE4LlZNYoCxIm8hRQPyo69NX45PkcpUd-prtyeSUwmClzGiuIrQGyXJrP50vaTADTIEs8-aztCleJAaE6cJYkECllzUA%3D%3D&xkcb=SoBj67M3CTY5BBAAor0MbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Analista de Tableau Sênior (Remoto),DATASIDE,"Home office in São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=d669fbac573c5ebd&bb=et42soJqR9iG_odQI3CjGK1Bgftd07AKIqunrtUbw-mXUYZqi0LdB9W7eXJy72TcL2bi2zKf2xvVI4TByST3WrxMUvPna00B8dLcfe2bnlvKh06voabknw%3D%3D&xkcb=SoCK67M3CTY5BBAAor0DbzkdCdPP&fccid=3eef312a7c2095e5&vjs=3
"Bolsista Graduado (Ciências de Dados, Ciências Exatas, Ciências da Saúde, Gestão de Projetos) SESI",IEL,"Brasília, DF",https://br.indeed.com/rc/clk?jk=20f6dd8fceb0eddd&bb=et42soJqR9iG_odQI3CjGFYwIOW3TM6FJqrWdzRHEouJxqgcvgxq5-3nSqrfWEIGRX7JEtxcVz-XAL5Ctp6nB8dEQxv8NLvXCjfu56o2KbPc85rObD0Nfg%3D%3D&xkcb=SoA-67M3CTY5BBAAor0CbzkdCdPP&fccid=1cbca0579d4bc836&vjs=3
Pessoa Analista de Dados BI,FADESP,"Belém, PA",https://br.indeed.com/rc/clk?jk=cf7018cbca219392&bb=et42soJqR9iG_odQI3CjGDsXmPmrd_GJUN5T2dqjN24gFoTq0fedm9kPvMZoOJeMOyqc5BrV2Szq0TXEFcmUBC_PLNqzIQ8ddnH0YbSC4dVtyc7r-oV3vQ%3D%3D&xkcb=SoCj67M3CTY5BBAAor0BbzkdCdPP&fccid=7610fd64229a895e&vjs=3
Analista de Cyber Security Pleno,CODE GROUP,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=3302bdec3084477e&bb=et42soJqR9iG_odQI3CjGHD2t2YLix2XMg5LKyqCD9GMafTeHbEf5tQa5lcL6SpXFFys-x3SYfYuXxhhywC7MT79ngBNlJGbPeaHq8kUrwS4ZfOSi4angA%3D%3D&xkcb=SoAX67M3CTY5BBAAor0AbzkdCdPP&fccid=ed5d3ad00ca5692b&vjs=3
Tech lead - full stack,Netvagas,,https://br.indeed.com/rc/clk?jk=e4cce7792c119b9d&bb=et42soJqR9iG_odQI3CjGEj0qbRZC5xjOOHmK6kbpEMxGdqlV6am7s3MEvr2Z813zX6PK02s221Cc9oNzJVWxU49PpFqiG6-OorOIE5SeBweSV4x_YJxDA%3D%3D&xkcb=SoCZ67M3CTY5BBAAor0HbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor de Software Embarcado,Accenture,"Nova Lima, MG",https://br.indeed.com/rc/clk?jk=f09e355c45cc0e63&bb=et42soJqR9iG_odQI3CjGG4KrHa5dhEEX8bCoBSNR4jc-Z391_mvZN9YG0mmqbdzTo5c6lpdCB6zEWnQUGmKyI5lF8bzf595qMmfFtDVbDs%3D&xkcb=SoAt67M3CTY5BBAAor0GbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3
Profissional de Liderança Técnica de Software,Radix Engenharia e Software,,https://br.indeed.com/rc/clk?jk=f97042edba28499e&bb=et42soJqR9iG_odQI3CjGMNVH6VVtpDY_MfjQVpNMrdx2YANugTSZzmnQFN-0jYMtj_CHVCQq6dn-C4LnQs36DH6HdAZHA10-S2nDkT5dwjI32zcTlNCPg%3D%3D&xkcb=SoCw67M3CTY5BBAAor0FbzkdCdPP&fccid=833e800ebc6f3f29&vjs=3
ANALISTA DE INDICADORES,MCA AUDITORIA E GERENCIAMENTO LTDA,"Nova Lima, MG",https://br.indeed.com/rc/clk?jk=49790c7346ab9b19&bb=eJbrCIDIJINL2gCNvbuzkx-ARE43DeVJvV0AAWtiRoGMpjJIwa0GNnpB6PIAvLq9MACzASIjE1hmFrenxBD16Mzw8IJBv15sXVwCoynwK_d9r3Ylpy2Epg%3D%3D&xkcb=SoBW67M3CTY3spwjkp0LbzkdCdPP&fccid=66373176023f380f&vjs=3
Mlops engineer,Netvagas,,https://br.indeed.com/rc/clk?jk=08778d8888612f5b&bb=eJbrCIDIJINL2gCNvbuzk58g-rafq_09zW4xQklnuvpt1Z7sUicvsUa5twC_EC_8_gZGaKSteDp5IEKxftmwHhe3qupC80jlJOqgCQAGn2kWVbRUZB8Vng%3D%3D&xkcb=SoDi67M3CTY3spwjkp0KbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estagiário de ETL,Nexo CS,"Remoto híbrido in São Paulo, SP",https://br.indeed.com/rc/clk?jk=b1bd41a101db7a75&bb=eJbrCIDIJINL2gCNvbuzkzCxiKb-tWtsswwrR78vDAw5DQo2EYb6_EWFqTHa-4pBbxwvgYgPPjnSxBokM4uyV50lipyL9XH6V78NDf167WZapwusNosI9Q%3D%3D&xkcb=SoB_67M3CTY3spwjkp0JbzkdCdPP&fccid=48fd2a221e64ea3a&vjs=3
Tech Leader de Dados,Asaas,,https://br.indeed.com/rc/clk?jk=da227ff8f8f569c4&bb=eJbrCIDIJINL2gCNvbuzk6jp294amO1UPvgimkEjGboIQEy6PsZixfSYzq2VjxvrEXIm9AmiMuRRnbdvOw9fB_Wm09S3nHQf-6Efk0S3ZrUEaFOfHYIJPw%3D%3D&xkcb=SoDL67M3CTY3spwjkp0IbzkdCdPP&fccid=2cb68576e9f355b8&vjs=3
ANALISTA DE SISTEMAS DA INFORMAÇÃO III - SAO PAULO,OEmprego,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=3b4031365fb12db3&bb=eJbrCIDIJINL2gCNvbuzk0nLlBV0rzBdGlDxCYuamrxWfz_O__QaJ1VpMaUd10wD9LhmaHpv6dpNEfwYt1XFYeev4fY9qFyBccCnKaIswcxZ1ZVbip7i-g%3D%3D&xkcb=SoBF67M3CTY3spwjkp0PbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Pessoa desenvolvedora backend python sênior (1),Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=da494e0e565195d4&bb=eJbrCIDIJINL2gCNvbuzkzVKsZFU8IzUBfXW_m3tlIM3-3wHAKooXCZRZyE_r8Za8I221Cul2QxiRwp_oAwrxqLMutPwndcLUXyuQ9TYPMc_4E9KA13hmQ%3D%3D&xkcb=SoDx67M3CTY3spwjkp0ObzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de Política de Fraude (Cientista de Dados),Ser CAIXA Consórcio,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=14c4a534f46a381b&bb=eJbrCIDIJINL2gCNvbuzk1AQ-9TP397DI9xlEAZhzd5gfD9LLQVgXCR8LBeslH62HnlEJuj-DG9-Dkw4ENyW8i7uTtahcdhEaNgHvxPqj7zyYqwzjXjSlw%3D%3D&xkcb=SoBs67M3CTY3spwjkp0NbzkdCdPP&fccid=0b75825d35b85d24&vjs=3
Assistente de Controladoria,Lojas Bemol,"Manaus, AM",https://br.indeed.com/rc/clk?jk=544d43fa1b21602a&bb=eJbrCIDIJINL2gCNvbuzk85VgR9b-i-x-aaIXqjBWqoOiWCh53sbvLPoV3tI5iq2MjoIANXw6_W1rch2hJbah7uEAnD52W-SmNxFWMD5upeIXzSRmpQTPQ%3D%3D&xkcb=SoDY67M3CTY3spwjkp0MbzkdCdPP&fccid=38c77f6e1bc710bb&vjs=3
Midlevel Data Develo,Ci&T,"Campinas, SP",https://br.indeed.com/rc/clk?jk=6fc98a7d233ea038&bb=eJbrCIDIJINL2gCNvbuzk_cF_ohPAmBNP1DGgGIAeum8JJjzjjJiZew8knHGGUXwbd_nY3J_THTEb2topsF_ollW4Xs1f75GyHBRw_4_qX0_tVDECc8wEA%3D%3D&xkcb=SoAx67M3CTY3spwjkp0DbzkdCdPP&fccid=289d7ce11c250f70&vjs=3
Analista gis sênior (arcgis e python) (soluções),Netvagas,,https://br.indeed.com/rc/clk?jk=fe23ae684d678f28&bb=eJbrCIDIJINL2gCNvbuzkzYVhOj81jcV93HStnKQXLCiT6shKLiklrD56KiPMgFtmNVSEA4xP4oMpzuiPXctLD7qBX51mtmgd-bL2GwUtPfFw-uL-VTV5g%3D%3D&xkcb=SoCF67M3CTY3spwjkp0CbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Pessoa Desenvolvedora Back-end Python Pleno a Sênior,GeekHunter,"Remoto híbrido in São José, SC",https://br.indeed.com/rc/clk?jk=00e479b027f12134&bb=eJbrCIDIJINL2gCNvbuzkz4uE9qms-nlWfUM87A-2xOn94M6qrvgMK6hGeRCI_yWcbNsYcsMWaGR8W1VQn9Exdjd0kmTHzTltqRV8czIsqEwZx6lox2R8A%3D%3D&xkcb=SoAY67M3CTY3spwjkp0BbzkdCdPP&fccid=9ba8dec3013c0c90&vjs=3
ANALISTA DE MIS PL,Afinz,,https://br.indeed.com/rc/clk?jk=da8cf4ba83ac4cb8&bb=eJbrCIDIJINL2gCNvbuzk0VyrmngWEIade7uoy2WzZQe2oFy-Cp66VDgENf4L_m4EdCKTw4NJyNc2Sh_xCNj2abylZRWa_1c97BrDDNYaa-EHS5HLgvIVw%3D%3D&xkcb=SoCs67M3CTY3spwjkp0AbzkdCdPP&fccid=c010d2c764def3f0&vjs=3
"Staff Software Engineering Manager, Search",Google,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=94d27b2600754b27&bb=eJbrCIDIJINL2gCNvbuzkzCxiKb-tWtsn-KnPRJyNp7BdPSgJffJkm8ZYgvXHsn2gnDGVrFnBe37DtRuyYubwEU0d2FapJ6WXWD8zcd7mGI%3D&xkcb=SoAi67M3CTY3spwjkp0HbzkdCdPP&fccid=a5b4499d9e91a5c6&vjs=3
Analista de Dados - Fraude,Shopee,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=48e8f1d3ff451f75&bb=eJbrCIDIJINL2gCNvbuzkxk2yLfoD7ObDMMmDG46B0J9z6vpA2qaRWApKjnIeVEGBCCAbdf7mW7jkC91D6Z6r79-mXW4wi1FeY-KpXdzh0X9w4ut4cwxbw%3D%3D&xkcb=SoCW67M3CTY3spwjkp0GbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
Data Scientist | Mid/Senior,Compass.UOL,,https://br.indeed.com/rc/clk?jk=78a57eea3e52d1e1&bb=eJbrCIDIJINL2gCNvbuzk5hDc2NbDKROwojO51nvWxuM3wZ1-O_OD5cyJspOkTPs8fp0wT3cPmDMAEBAwkh06VMegni00wMR-vCO2VVyATjMxCksfNkiwA%3D%3D&xkcb=SoAL67M3CTY3spwjkp0FbzkdCdPP&fccid=3771f71d7e2175c3&vjs=3
Cientista de Dados - Especialista,Blip,,https://br.indeed.com/rc/clk?jk=de28dea212da493a&bb=0mSuU4G_11jWljKw94mCOqbor1cTlrJ-AurxQFpncg-0ahojPYUpqBXx3b-mWxOv6ZidvNcSs240u1-bVg6U15tzI-bTqad0d7HdXogGuchpNJB47OC1Zw%3D%3D&xkcb=SoA167M3CTY26J2bXh0LbzkdCdPP&fccid=215f4162bebe8644&vjs=3
Engenheiro Machine Leaning Pleno,Hvar Consulting,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=1b35a299de37c581&bb=0mSuU4G_11jWljKw94mCOsucf6KpuLlGx9ypY1WQMsZ3bZzr-7VWMXOTNx4zoIQmlhsEuq_oOC86MjdjOgCkJ13sBAs8OS3EHURkfCgE33KoBsiTNBEZFw%3D%3D&xkcb=SoCB67M3CTY26J2bXh0KbzkdCdPP&fccid=2efc3813fbcd0299&vjs=3
Pessoa Analista QA Automação,Maitha Tech,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=54bf072b2140677d&bb=0mSuU4G_11jWljKw94mCOqbor1cTlrJ-4JbQlfBjDK0cfqwXND5aUAm74b_9c3auL-m1eK69c9sctVCe3hS38U0jARMq8n2tsfFRf9M5jNNzPapFV4FWUw%3D%3D&xkcb=SoAc67M3CTY26J2bXh0JbzkdCdPP&fccid=7b873ca4c81f844c&vjs=3
Desenvolvedor python pleno,Netvagas,"São José do Rio Preto, SP",https://br.indeed.com/rc/clk?jk=8e256fbf93c039c1&bb=0mSuU4G_11jWljKw94mCOgCkuEgHouduDORJrT67Xp3oNFqgstEQPQnLneM_s4txGOWg_6hKqy6O8J6YFTvXzPm_vgReng6rDOjQWPvOC5PnyYZQR2UyRA%3D%3D&xkcb=SoCo67M3CTY26J2bXh0IbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
E&E - Desenvolvimento Software (Sistemas Combustão),AFRY,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=25a3522f03308bc1&bb=0mSuU4G_11jWljKw94mCOo-t6Hg5u_PvL-7F8TfZ93J_JkWzXUHfnHUlbMiVfbD5o35fvVKv9D1AV8xUcHHJRE6Tc7TUWzXLkDB3PLAAsgLz4e1Vw_8qEQ%3D%3D&xkcb=SoAm67M3CTY26J2bXh0PbzkdCdPP&fccid=a05b8f26580d8624&vjs=3
Cientista de Dados - Ênfase em Cibersegurança,EY,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=4ce90fa77d8b03b3&bb=0mSuU4G_11jWljKw94mCOlH3QMbq80pmLeSzUBkogXuzSqn_MQZcqT-qAvjFcpdNRH-p72jElqzrzn20tH_yfqUQ9U45S05L7E8eWaiJhcxAjaoRXchz_Q%3D%3D&xkcb=SoCS67M3CTY26J2bXh0ObzkdCdPP&fccid=1544766d4c2915b0&vjs=3
Analista de Dados - Inec - CE,Traga seu talento para o Inec,"Fortaleza, CE",https://br.indeed.com/rc/clk?jk=e9f3daf51a9d926a&bb=0mSuU4G_11jWljKw94mCOms3q5YoM-JQ7rld-k-3zkN6Z3xiNLPLIvUcdh2acM9crqAgSHzJA91vQqiwDX-QSablkCnSQ7T-9EI157EcMpj4Prumre566g%3D%3D&xkcb=SoAP67M3CTY26J2bXh0NbzkdCdPP&fccid=3541e49d894d267e&vjs=3
Software Engineer,Bemol Digital,,https://br.indeed.com/rc/clk?jk=ad752d9b9fd62b1d&bb=0mSuU4G_11jWljKw94mCOrT2YQd03TFDIwJcrQ4GNj266jttGb1ScMLn055-W96ek5vrp2cmYsNKAxP5SKq5QTFP5eh1T8s3Gyv71m9Rcxj_9HRsOoo-KA%3D%3D&xkcb=SoC767M3CTY26J2bXh0MbzkdCdPP&fccid=4e50a5299dcb0b8e&vjs=3
Data Analytics Analyst (FP&A),Shopee,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=2c81638057ee855b&bb=0mSuU4G_11jWljKw94mCOmxojpCPxQc1mDCLfkXbGj0wAQuKrL58OmNDAtq-Gg5XoGC0Stxrv9ETJGKRKaiz70N09ZSp31fyYgwfj4PC5i5yI_yPux5uYw%3D%3D&xkcb=SoBS67M3CTY26J2bXh0DbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
Ringa-4945625/24-1 - desenvolvedor back end python junior,Netvagas,"Home office in São Carlos, RS",https://br.indeed.com/rc/clk?jk=40c37b02f9003896&bb=0mSuU4G_11jWljKw94mCOsEztN3o8otCgKgttvrvoE7s_nJZevYG54xi4RaoBAaOLY6qI2exFrA8L3xZ8HFVIDV02PYL9um9_kkzK0FVjOeTJ-cDLEyjMQ%3D%3D&xkcb=SoDm67M3CTY26J2bXh0CbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de políticas de crédito pl,Netvagas,,https://br.indeed.com/rc/clk?jk=5363c37b919215d8&bb=0mSuU4G_11jWljKw94mCOp1q0AEoojc6k0f3CrE82NEOq3hXRovKJbNnjGOghCOxWlsTPtTDeY7eCf2UADIU40x7KyVEJqLzvMsodBFH4mhI7PdlbVPdnw%3D%3D&xkcb=SoB767M3CTY26J2bXh0BbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de Conformidade de Fornecedores Ill | Foco em análise de dados,Lojas Renner,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=e86d6cfaaaff6269&bb=0mSuU4G_11jWljKw94mCOnW2ZD3f8wBDtZrXBFWfh95J-EN5bqyABNXgYDVFXCpOPosq_qMTwarASNU-BRZdXAAc3K348n64CuCUi9cu1IKOBf7TmhydHQ%3D%3D&xkcb=SoDP67M3CTY26J2bXh0AbzkdCdPP&fccid=0421650f9c724b35&vjs=3
Engenheiro de Sistemas Embarcados Pleno,EXATI TECNOLOGIA E DESENVOLVIMENTO DE SISTEMAS...,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=3fc1af73ffe1438f&bb=0mSuU4G_11jWljKw94mCOvfrMzzUHoY5PkB6ZcQNmH-wz4Q3tHxxLIxTy1J2bQ_iM1JB-fiH-qfLSFajEhyCtweTmobjxARHKz9VK9RyzZecK2HHmZm9TQ%3D%3D&xkcb=SoBB67M3CTY26J2bXh0HbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
DESENVOLVEDOR WEB SR - BELO HORIZONTE,OEmprego,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=d88b1d79b0fc3ee8&bb=0mSuU4G_11jWljKw94mCOjFSNdlBuC-PqGxgDo_At0D2shHuF47MGF_appA9CUu6aD2NEnHTMnBLSyxgs0ibG-Tr_UBOrzKeTPqsEEaQJPhPBhVbAAK2sA%3D%3D&xkcb=SoD167M3CTY26J2bXh0GbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Analista de Cyber Security Pleno,CODE GROUP,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=3302bdec3084477e&bb=0mSuU4G_11jWljKw94mCOp1q0AEoojc6PyndxmnSrIs_66CZqX6jjKojcAJmFli2EKL8Un79GoECPoo8WFWptNU30KPRiEnI6GrVs7UwQQgYYoBtup9RXA%3D%3D&xkcb=SoBo67M3CTY26J2bXh0FbzkdCdPP&fccid=ed5d3ad00ca5692b&vjs=3
Data science specialist,Intelipost,,https://br.indeed.com/rc/clk?jk=88aa7961c01135f9&bb=upPMR4KxizT1dxVBY3QrrOhmiNzQmvYQJu6YJRiTxeI_mbiz20EClBEYyZFprRZpvhFHmLPnaWUPKouZC4h2WHCnCxwwe4sr67_soGTP8t1aqAfJDR8YWA%3D%3D&xkcb=SoBZ67M3CTY174RJo50LbzkdCdPP&fccid=1cb1d80825ef7887&vjs=3
Ringa-4945625/24-1 - desenvolvedor back end python junior,Netvagas,"Home office in São Carlos, RS",https://br.indeed.com/rc/clk?jk=40c37b02f9003896&bb=upPMR4KxizT1dxVBY3QrrKnohvaNoBRiSE_5CJlKg_X_LFn4Rs0iuNfGNCySWTNr7IP6Bosno0EyDBe94LmNNtVvLQwYyg--CIjX6xeFKeVvvURG5hEr-Q%3D%3D&xkcb=SoDt67M3CTY174RJo50KbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de Conformidade de Fornecedores Ill | Foco em análise de dados,Lojas Renner,"Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=e86d6cfaaaff6269&bb=upPMR4KxizT1dxVBY3QrrC4nPlwvOWFnVI9Y4JUi7tQTbgDkrJ_hHQKjk789MQcQ7kWKtItsYHFsgMEv9wpY751Bn3JfkIbcAqY7_irTOf9-OWhzvl0n3Q%3D%3D&xkcb=SoBw67M3CTY174RJo50JbzkdCdPP&fccid=0421650f9c724b35&vjs=3
Analista Centro de Excelência | Analytics (Efetividade da Força de Vendas),Ourofino Saúde Animal,"Cravinhos, SP",https://br.indeed.com/rc/clk?jk=829ba51b504a6b78&bb=upPMR4KxizT1dxVBY3QrrKEksYNkcGbWvaTCukD9dqTq7xpvayvdJc5FoouskILFp_04azvObTTcdPebijubyGxScdNnfzHY49EaEpUK-IelLw_6V7C7Tw%3D%3D&xkcb=SoDE67M3CTY174RJo50IbzkdCdPP&fccid=f0b3bd048963a448&vjs=3
Engenheiro de Sistemas Embarcados Pleno,EXATI TECNOLOGIA E DESENVOLVIMENTO DE SISTEMAS...,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=3fc1af73ffe1438f&bb=upPMR4KxizT1dxVBY3QrrEL0bTW5vyQwPNPFANlk4h6QRUW-fr8av37FFllbCm6wSE7n4GoE9fpaF-1YdC5b4FZF3XON5BKEcy264V8NHzgaikzAZ6XjAA%3D%3D&xkcb=SoBK67M3CTY174RJo50PbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
DESENVOLVEDOR WEB SR - BELO HORIZONTE,OEmprego,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=d88b1d79b0fc3ee8&bb=upPMR4KxizT1dxVBY3QrrG4pv-jSr4d-sjmpaD3oWg_r0wWCKlFkkwncgu_obOgwxs4p6Pjck0nVZy-y-0Cav79IruhvVYLn9XZ6ZtDqTLWJR4ogD7w8sg%3D%3D&xkcb=SoD-67M3CTY174RJo50ObzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Analista de BI,Ana Couto,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=be0b15992e3fb823&bb=upPMR4KxizT1dxVBY3QrrOFsT0aZvqmMabUsEFkuPbP_P6HyAt2KIHdGQn6FQxEqQRcuAqcsWRc21pEnKsnv5sSxzBsEpPwGgccMeRGLuYfnLOskcb5tFg%3D%3D&xkcb=SoBj67M3CTY174RJo50NbzkdCdPP&fccid=f92e14fdae9c8a8f&vjs=3
Business Analyst,Munich Re,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=743b9d97e7223b86&bb=upPMR4KxizT1dxVBY3QrrMPlXlJKOdRA-dw_1FLtsgBM-7LNEurjYxN4TN9hZX9z2OBpNz_c716aNUsLaPP2KrWVlYhgvcaCmxCQeMdztO8%3D&xkcb=SoDX67M3CTY174RJo50MbzkdCdPP&fccid=d4448c192a012f32&vjs=3
Arquiteto Python Backend / P&D - Remoto,BairesDev,"Home office in Campinas, SP",https://br.indeed.com/rc/clk?jk=d0d0bc2d21287e6e&bb=upPMR4KxizT1dxVBY3QrrKQathbmADroAlnMTpPb4dpBMKwK3rUOQgrwkhX7sCd7LA19AKWV3WT1cM_aUmaMKGLFYIActS0Ev8MxLikSsIoVxNorOzJoMg%3D%3D&xkcb=SoA-67M3CTY174RJo50DbzkdCdPP&fccid=29707109e86166e5&vjs=3
DESENVOLVEDOR BACK END JR - RIO DE JANEIRO,OEmprego,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=295676919f3ef911&bb=upPMR4KxizT1dxVBY3QrrDgisZlCCGuj4ICEdNU0Z4tzHRIvx5ofuh1nDjQ_-GG0rZk5bIzkCbyU7w8_j4qXnWtHStsriMaMzwbK0x5-_G_w-B7tDZtOGw%3D%3D&xkcb=SoCK67M3CTY174RJo50CbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Analista de Dados PL,Farmácias APP,,https://br.indeed.com/rc/clk?jk=c828ceea9ef31177&bb=upPMR4KxizT1dxVBY3QrrJxEQC3kfYLhxaB8LflhRw5eITFGwegGUMZnlzAvS6cdOBa6tYQKkPuyAALyrVZfRDWnVKrSYKbCNbR5y7q8Jf5jErgWAU3EHw%3D%3D&xkcb=SoAX67M3CTY174RJo50BbzkdCdPP&fccid=76f89bc6dd6e88a0&vjs=3
Analista de Planejamento e Avaliação (332405),Centro Nacional de Pesquisa em Energia e Materiais,"Campinas, SP",https://br.indeed.com/rc/clk?jk=e7defe6b144c7812&bb=upPMR4KxizT1dxVBY3QrrFZLL9GxOTiJevazC6qhTsPQvPL7A5jJmmVd1_S5pWXozSPhKHjrsPsudCVP-mWSF1JXP3R08sxJ12uTNeys6a2neZdaPKDPuA%3D%3D&xkcb=SoCj67M3CTY174RJo50AbzkdCdPP&fccid=4b7fba9b606f4517&vjs=3
[Estágio] Speed Lebre Talent Hub,Liber,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=392ca7dec2d63303&bb=upPMR4KxizT1dxVBY3QrrPFqNI9JxWzlfigyl2hoYi-GfNNxRsGTEXzl8QIhROUnotqEW-mTdhVGVerF-rDNSKurQLOBvO8tAGysyM6uQwrb43xTlvQgAQ%3D%3D&xkcb=SoAt67M3CTY174RJo50HbzkdCdPP&fccid=6e3d3570c1657cb8&vjs=3
Data Engineer AWS Python,Fusemachines,,https://br.indeed.com/rc/clk?jk=2aedf846b632b810&bb=upPMR4KxizT1dxVBY3QrrBxvBq8alhLHHvyN3rqNU9fZ-UNA7ywLYTg9VQs0cVyACgyZp3LHVtqLIr77qcAGFk4LZYWOMJTLwnvqa1Upfds%3D&xkcb=SoCZ67M3CTY174RJo50GbzkdCdPP&fccid=b711a2a28448b767&vjs=3
Data Scientist - Gen &AI,Kyndryl,"Hortolândia, SP",https://br.indeed.com/rc/clk?jk=4f67b77555d09817&bb=upPMR4KxizT1dxVBY3QrrFUOoVEcZQp4VTZ_p1Bte2WFLZAEcih1pybkK5Tsa-Wt3gP0d6mxRIbYIjgBrug6aUvYLptM1l7etXt9nYXmoGLNLSbRf83yKA%3D%3D&xkcb=SoAE67M3CTY174RJo50FbzkdCdPP&fccid=c7e21868d667ab79&vjs=3
Analista de Gerenciamento de Dados,IQVIA,"Remoto híbrido in São Paulo, SP",https://br.indeed.com/rc/clk?jk=941bd6a5b7b37097&bb=eMkMzrN8GIhYXd4W8QTx6saWKuIZowzJg1XvA1c_NIWeMUvLP2f_rHL-bfJhRUekRxzx9R9wafqz-7dTLpfQxzZiCxJki6ZKB4kef7Lrh5O0RdrJEK075A%3D%3D&xkcb=SoAS67M3CTYzcRQ4gJ0LbzkdCdPP&fccid=6b7a1dfe07e7f037&vjs=3
